address,price,price_m2,bathrooms,size_construction,size,rooms,description,planta,exterior,preservation,floor_type,last_updated
La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital),2.700 €, 25  €/m²,: 1,: 108 m² ,: 100 m² ,: 3,"
            Presentamos en exclusiva este precioso atico con vistas , ubicado a tan sólo 50 metros del Paseo de Gracia. Un magnífico loft compuesto de salón-cocina equipada , con nevera , vitrocerámica , lavaplatos etc una estancia abierta con salida directa a terraza-solarium y unas vistas a la ciudad muy bonitas. Junto a la cocina , encontramos una sala de lavados con lavadora y secadora , así como una útil pica de lavados. ",: Bajo,: SA2030-SP160NE/2237,,,"
                Actualizado el 30/10/2023
            "
Ca n'Oriac (Sabadell),850 €, 9  €/m²,: 1,: 93 m² ,: 93 m² ,: 3,"
            ¿Quieres vivir en todo el centro de ca n'oriac,  y tener todo tipo de servicios a mano? ",: 2ª,: Balcon y terraza,: Entre 30 y 50 años,,"
                Actualizado el 03/11/2023
            "
Canyet-Mas Ram (Badalona),800 €, 22  €/m²,: 1,: 35 m² ,: 35 m² ,: 1,"
            GERMÀ JULI. - REF 0940",: Bajo,: En buen estado,: 994242-0940,,"
                Actualizado el 10/10/2023
            "
Centre (Sant Cugat del Vallès),1.400 €, 15  €/m²,: 1,: 90 m² ,: 90 m² ,: 2,"
            Duplex 90 m²,  2 habitaciones (2 dobles, 1 tipo estudio),  1 baño, cocina (equipada), comedor, terraza (solarium), suelos parket ascensor, armarios, calefacción, puerta blindada, portero automático, vidrios dobles, año construcción 2008, carpinteria exterior aluminio, carpinteria interior lacado blanco, exterior todo, interior baño, soleado, balcón (10m), nevera,lavadora,lavaplatos,microondas,persianas eléctricas,. Plaza de parking 12 más trastero. No se aceptan mascotas
        ",: 1ª,: Baño,: Todo,,"
                Actualizado el 02/11/2023
            "
Pla de Sant Magí (Igualada),730 €, 7  €/m²,: 2,: 102 m² ,: 90 m² ,: 4,"
            Aquest elegant pis de 4 habitacions, ubicat en una zona privilegiada, ofereix una experiència de vida moderna i comoda. Aquesta propietat totalment reformada està llesta per a l'estrena.",: 2ª,: SA1184-D91023/2067,,,"
                Actualizado el 02/11/2023
            "
Mas d'en Serra-Els Cards (Sant Pere de Ribes),2.450 €,,: 555 m² ,: 150 m² ,: 150 m² ,: 4,"
            Presentamos esta encantadora casa pareada de estilo clásico en la zona residencial Más d''en Serra, disponible para alquiler. Con una parcela de 555m2, jardín y piscina, garaje y 4 habitaciones dobles, esta propiedad es perfecta para aquellos que buscan una vivienda espaciosa y bien cuidada.",: 2,: Entre 20 y 30 años,: UVC566-21470,,"
                Actualizado el 21/10/2023
            "
Sant Antoni (Distrito Eixample. Barcelona Capital),10.000 €, 37  €/m²,: 9,: 270 m² ,: 250 m² ,: 6,"
            OPORTUNIDAD DE ALQUILER SOLO CON OPCION A COMPRA a ejecutar en 2 años. Entrada 400.000 € , 10.000 € alquiler mensual y a los dos años se escritura, descontando todo lo aportado en este tiempo. ",: 1ª,: SA1672-0636P/6926,,,"
                Actualizado el 29/10/2023
            "
Ctra. de Vic-Remei (Manresa),850 €, 6  €/m²,: 1,: 137 m² ,: 79 m² ,: 2,"
            Dúplex de 80 m2 y 40 de terraza, en la planta baja donde tenemos, cocina, salón-comedor, baño y 1 habitación doble. En la parte superior hay una habitación individual y un estudio que puede hacer de habitación con salida a terraza de 40 m2 con unas vistas increíbles!!! , El piso tiene una palza de parking grande, aire acondicionado por todo el dúplex.NO SE ADMITEN MASCOTAS
        ",: 4ª,,: En buen estado,,"
                Actualizado el 31/08/2023
            "
Horta (Distrito Horta-Guinardó. Barcelona Capital),980 €, 13  €/m²,: 1,: 71 m² ,: 64 m² ,: 2,"
            C/ santa joana d’arc disponible 01/11/2023. Parking opcional",: 1ª,: Independiente,: Entre 20 y 30 años,,"
                Actualizado el 03/11/2023
            "
Premià de Mar,925 €,,: 1,: 75 m² ,: 56 m² ,: 3,"
            LLOGUER AMB OPCIÓ A COMPRA!! 176.000€ PREU DE VENTA DEL PIS.",,: XA665-1369,,,"
                Actualizado el 30/10/2023
            "
Caputxins-Santa Clara-Hospital (Vic),1.000 €,,: 2,: 127 m² ,: 120 m² ,: 3,"
            Pis de nova construccio (2 anys) en lloguer al centre de la ciutat de Vic. Disposa d'una superficie de 127m , distribuits de tal manera que pots treure-li bon profit a cada raco de la vivenda. Consta d'un ampli menjador sala d'estar, cuina de disseny, 3 habitacions amb armaris encastats i dos banys completament equipats amb dutxa. Ubicat a l'abast de tots els serveis publics de la població. (Disponible a partir del 1 de Novembre).
        ",: Menos de 5 años,: En buen estado,: API158-PVICMAN328,,"
                Actualizado el 04/11/2023
            "
Centre (Mataró),925 €, 17  €/m²,: 1,: 53 m² ,: 50 m² ,: 1,"
            𝐏𝐢𝐬𝐨 𝐥𝐨𝐟𝐭 𝐞𝐧 𝐚𝐥𝐪𝐮𝐢𝐥𝐢𝐞𝐫 𝐜𝐞𝐫𝐜𝐚 𝐞𝐬𝐭𝐚𝐜𝐢𝐨́𝐧 𝐝𝐞 𝐌𝐚𝐭𝐚𝐫𝐨́ totalmente reformado con materiales nobles y de calidad, amueblado y equipado, edificio con 𝐚𝐬𝐜𝐞𝐧𝐬𝐨𝐫 y al lado de la playa y 𝐩𝐚𝐬𝐞𝐨 𝐦𝐚𝐫𝐢́𝐭𝐢𝐦𝐨 cerca de todos servicios, comercios, equipamientos, colegios, universidad, transporte público, y bien conectado con autopista y N-II 𝐆𝐏𝐜𝐚𝐬𝐚 𝐥𝐚 𝐦𝐞𝐣𝐨𝐫 𝐚𝐠𝐞𝐧𝐜𝐢𝐚 𝐢𝐧𝐦𝐨𝐛𝐢𝐥𝐢𝐚𝐫𝐢𝐚 𝐞𝐧 𝐒𝐚𝐧𝐭 𝐀𝐧𝐝𝐫𝐞𝐮 𝐝𝐞 𝐋𝐥𝐚𝐯𝐚𝐧𝐞𝐫𝐞𝐬 dispone de este 𝐏𝐢𝐬𝐨 𝐥𝐨𝐟𝐭 𝐞𝐧 𝐚𝐥𝐪𝐮𝐢𝐥𝐢𝐞𝐫 𝐜𝐞𝐫𝐜𝐚 𝐞𝐬𝐭𝐚𝐜𝐢𝐨́𝐧 𝐝𝐞 𝐌𝐚𝐭𝐚𝐫𝐨́",: 3ª,,: Más de 50 años,,"
                Actualizado el 25/10/2023
            "
El Baix Guinardó (Distrito Horta-Guinardó. Barcelona Capital),1.200 €,,: Reformado,: 67 m² ,: 2,: 1,"
            Piso última planta (sin vecinos encima) reformado sin amueblar de 67 m²aprox. Se distribuye en 2 dormitorios, salón-comedor, cocina independiente y baño completo con plato de ducha.",: TC110-560416,,,,"
                Actualizado el 17/10/2023
            "
La Vila de Gràcia (Distrito Gràcia. Barcelona Capital),2.000 €, 13  €/m²,: 2,: 145 m² ,: 128 m² ,: 3,"
            Amplio y luminoso piso ubicado junto Plaza Lesseps. ",: 2ª,,: Entre 30 y 50 años,,"
                Actualizado el 03/11/2023
            "
Sant Gervasi-La Bonanova (Distrito Sarrià-Sant Gervasi. Barcelona Capital),2.600 €, 16  €/m²,: 2,: 155 m² ,: 130 m² ,: 4,"
            Piso en alquiler en una de las mejores zonas de Barcelona, en Plaza Adriano, rodeado de todo tipo de servicios y transportes, el inmueble es un primero real con mucha luz natural, desde el salón comedor tenemos acceso a una terraza de 25m² con una sala grande polivalente, encima de ella, otra terraza de 20m², todo con mucha luz natural, cocina office reformada , dispone de 3 dormitorios 1 suite con vestidor, 1 habitación doble con armarios empotrados y 1 habitación individual con armarios, aire acondicionado en todas las estancias, calefacción por radiador de gas, persianas motorizadas en toda la vivienda, finca con conserje, 1 plaza de parking incluida en el precio
        ",: 1ª,,: Entre 30 y 50 años,,"
                Actualizado el 04/10/2023
            "
Font Verda (Granollers),1.200 €, 13  €/m²,: 1,: 92 m² ,: 88 m² ,: 3,"
            Impresionante piso de alquiler amueblado y con electrodomésticos en la font verda de granollers. Edificio de alto standing. Con 1 plaza de parquing y trastero. Consta de 88 m² distribuidos en 3 habitaciones, cocina office equipada con lavadora, lavavajillas y nevera, baño completo con plato de ducha y comedor de 22 m² con salida a balcón de 10 m². Carpintería exterior de aluminio doble cristal, suelo de mármol y puertas de cerezo. Calefacción y aire acondicionado por conducto. La finca consta de ascensor, piscina climatizada, jardín comunitario, sistema de seguridad las 24 h,... 1 plaza de parquing y trastero. Para más información, consúltenos en viure a granollers. Avda. Sant esteve nº 7. Granollers.
        ",: 2ª,,: Entre 20 y 30 años,,"
                Actualizado el 19/09/2023
            "
El Camp d'en Grassot-Gràcia Nova (Distrito Gràcia. Barcelona Capital),2.100 €,,: En buen estado,: 109 m² ,: 4,: 2,"
            Piso de gran calidad en Gracia, en las confluencias de Pi i Margall con Pau Alsina cerca del Mercado de la Estrella, de Paseo San Juan, Hospital Clínica Nostra Senyora del Remei, colegios….",: IF6819-23 PAU - PI,,,,"
                Actualizado el 28/10/2023
            "
Sant Feliu de Codines,860 €,,: En buen estado,: 140 m² ,: 2,: 2,"
            Dúplex con vistas, amueblado, aire acondicionado con bomba de calor, cocina equipada, habitación suite, acabados de gran calidad, piscina comunitaria.",: IF76363-ASF-0496,,,,"
                Actualizado el 10/10/2023
            "
Estadi-Horta Vermella-Santa Anna (Vic),825 €, 8  €/m²,: 2,: 95 m² ,: 81 m² ,: 3,"
            ¿Buscas piso de alquiler? En el Portal de Queralt de Vic tenemos lo que buscas. Piso de superficie construida de 95 m², 80,25 m² de superficie útil, 3 habitaciones (1 suite, 1 doble y 1 individual), 2 baños, cocina, comedor, terraza, plaza de parking doble y trastero grande.",: 4ª,,: Entre 10 y 20 años,,"
                Actualizado el 05/11/2023
            "
Sant Andreu (Distrito Sant Andreu. Barcelona Capital),1.150 €, 15  €/m²,: 2,: 72 m² ,: 64 m² ,: 2,"
            Excelente piso de 72m², muy bien situado,con una amplia cocina de 10m², comedor de 19m², 2 habitaciones dobles y 2 cuartos de baños completos , dispone de plaza de parking en el mismo edificio y piscina comunitaria los gastos de comunidad están incluidos en el precio no se aceptan mascotas, es imprescindible pasar seguro de protección de alquiler, la vivienda es exterior y muy luminosa..
        ",: 1ª,,: Entre 10 y 20 años,,"
                Actualizado el 01/11/2023
            "
La Nova Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital),1.700 €, 18  €/m²,: 4ª,: 90 m² ,: 4,: 1,"
            Magnífico piso en perfecto estado de conservación muy luminoso de 90 m² con orientación suroeste. El mismo dispone de 2 estancias exteriores a calle; un amplio y luminoso salón - comedor con salida a la terraza; cocina independiente equipada; carpinteria de aluminio y equipo de aire acondicionado frio/calor.",: En buen estado,: TC1004-560826,,,"
                Actualizado el 30/10/2023
            "
Vallpineda-Santa Bàrbara (Sitges),3.500 €,,: 3,: 300 m² ,: 220 m² ,: 4,"
            Casa situada en la Urbanización Vallpineda de Sitges con preciosas vistas a Sitges y al mar y la mejor zona comunitaria de la Urbanización con gran piscina comunitaria.",: SA2295-5800932/7510,: 1,,,"
                Actualizado el 30/10/2023
            "
Ctra. de Vic-Remei (Manresa),810 €, 8  €/m²,: 2,: 100 m² ,: 90 m² ,: 3,"
            Necesitas un piso con mucha amplitud, con una cocina muy grande en la que hacer vida? ¿Y que tenga mucha luz natural y sol? ¿Y con vistas a una zona verde con árboles?? Piso todo exterior con zona de día con comedor grande con balcón ancho, una cocina con salida al mismo balcón y donde poder hacer vida, con zona de office, y mucho almacenamiento. Y cuarto de lavar aparte. Y en la zona de noche tenemos 3 habitaciones (2 dobles muy grandes) y con salida a balcón. Todas exteriores. Y 2 baños completos con bañera y ducha. Cierres con triple vidrio, calefacción de gas con radiadores, bomba de frío y calor, red de internet en toda la vivienda.",: 3ª,: SA1076-98670/5339,,,"
                Actualizado el 03/11/2023
            "
L'Antiga Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital),1.500 €,,: En buen estado,: 115 m² ,: 1,: 4ª,"
            Local de 85m² recien reformado listo para entrar, se encuentra en pleno corazon de L'Antiga Esquerra de l'Eixample.",: TC332-551133,,,,"
                Actualizado el 31/10/2023
            "
La Sagrada Família (Distrito Eixample. Barcelona Capital),1.800 €,,: TC1015-562905,: 104 m² ,: 2ª,: Reformado,"
            Piso amueblado de 4 habitaciones y balcón en finca joven con vistas directas a Sagrada Familia!",,,,,"
                Actualizado el 30/10/2023
            "
Vallpineda-Rocamar (Sant Pere de Ribes),2.200 €,,: 4,: 144 m² ,: 140 m² ,: 306 m² ,"
            Bonita casa con jardín privado en Vallpineda!!",: 3,: SA2295-5800946/7510,,,"
                Actualizado el 30/10/2023
            "
Sant Josep (L'Hospitalet de Llobregat),1.200 €, 16  €/m²,: 1,: 75 m² ,: 70 m² ,: 3,"
            IMPRESCINDIBLE DOCUMENTACIÓN QUE ACREDITE SOLVENCIA + CONTRATO INDEFINIDO. Vivienda ubicada en Hospitalet de Llobregat, concretamente en el centro, Totalmente exterior a calle comercial, muy luminoso, SIN AMUEBLAR. 2º piso con orientación Este. Finca de obra vista en excelente estado de conservación y muy buen mantenimiento. Dispone de 3 balcones. Superficie total construida de 76 m2 de los cuales 70m2 corresponden a la vivienda y 6m2 a elementos comunes. ",: 2ª,,: Entre 20 y 30 años,,"
                Actualizado el 03/11/2023
            "
El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital),1.400 €, 25  €/m²,: 1,: 55 m² ,: 52 m² ,: 3,"
            Albium presenta este acogedor piso en el centro de Barcelona. El apartamento ha sido recientemente amueblado con buen gusto y cuenta con todos los equipos y detalles necesarios para mudarse de inmediato. Se trata de un apartamento acogedor y práctico que consta de una sala de estar con cocina americana y acceso a un pequeño balcón con vistas a la calle. Dispone de dos habitaciones dobles, una de ellas con acceso al balcón, y una habitación individual, así como un baño con plato de ducha. Todas las habitaciones son exteriores y están equipadas con escritorio, cama y armario, lo que hace que el apartamento sea ideal para compartir entre hasta tres personas.",: 2ª,: SA344-ALB-00547/3591,,,"
                Actualizado el 03/11/2023
            "
